Tier;Category;variable;unit;Definition;piam_variable;piam_unit;piam_factor;Comment;idx;internal_comment;source
1;energy (final);Final Energy|Solids|Biomass;PJ/yr;final energy consumption of solid biomass (modern and traditional, including renewable waste), excluding final energy consumption of bioliquids which are reported in the liquids category, incl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Solids|Biomass;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Solids|Biomass|Traditional;PJ/yr;final energy consumption of traditional biomass;;;;;0;;
2;energy (final);Final Energy|Solids|Coal;PJ/yr;final energy coal consumption, excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Solids|Fossil;EJ/yr;1000;;0;;R
1;energy (final);Final Energy|Gases;PJ/yr;final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses, excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Gases;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Gases|Natural Gas;PJ/yr;final energy consumption of natural gas;FE|w/o Bunkers|w/o Non-energy Use|Gases|Fossil;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Gases|Biomass;PJ/yr;final energy consumption of biogas;FE|w/o Bunkers|w/o Non-energy Use|Gases|Biomass;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Gases|Efuel;PJ/yr;final energy consumption of synthetic e-fuel gas (power-to-gas);FE|w/o Bunkers|w/o Non-energy Use|Gases|Hydrogen;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Gases|Synthetic Fossil;PJ/yr;final energy consumption of synthetic or derived gases of fossil origin;;;;;0;;
1;energy (final);Final Energy|Liquids;PJ/yr;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels), excl. non-energy feedstocks, excl. bunkers;FE|w/o Bunkers|w/o Non-energy Use|Liquids;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Liquids|Synthetic Fossil;PJ/yr;final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction), excl. non-energy feedstocks;;;;;0;;
2;energy (final);Final Energy|Liquids|Biomass;PJ/yr;final energy consumption of liquid biofuels, excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Liquids|Biomass;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Liquids|Efuel;PJ/yr;final energy consumption of synthetic liquid efuels (power-to-liquid), excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Liquids|Hydrogen;EJ/yr;1000;;0;;R
2;energy (final);Final Energy|Liquids|Petroleum;PJ/yr;final energy consumption of liquids from fossil origin (conventional & unconventional petroleum), excl. non-energy feedstocks;FE|w/o Bunkers|w/o Non-energy Use|Liquids|Fossil;EJ/yr;1000;;0;;R
1;energy (final);Final Energy|Heat;PJ/yr;final energy consumption of heat (e.g., district heat, process heat, warm water), excluding transmission/distribution losses, excluding direct geothermal and solar heating;FE|+|Heat;EJ/yr;1000;;0;;R
1;energy (final);Final Energy|Solar;PJ/yr;final energy consumption of solar energy (e.g., from roof-top solar hot water collector systems);;;;;0;;
1;energy (final);Final Energy|Hydrogen;PJ/yr;final energy consumption of hydrogen, excluding transmission/distribution losses;FE|+|Hydrogen;EJ/yr;1000;;0;;R
1;energy (final);Final Energy|Geothermal;PJ/yr;final energy consumption of geothermal energy (e.g., from decentralized or small-scale geothermal heating systems) EXCLUDING geothermal heat pumps;;;;;0;;
2;energy (final);Final Energy|Waste;PJ/yr;final energy consumption of non-renewable waste;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use;PJ/yr;final energy consumed by the industrial sector, excluding feedstocks, excluding ambient heat;FE|w/o Non-energy Use|Industry;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Ambient Heat;PJ/yr;final energy consumed by the industrial sector of ambient heat, this variable is not included in the total final energy;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Electricity;PJ/yr;final energy consumed by the industrial sector of electricity;FE|Industry|+|Electricity;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Heat;PJ/yr;final energy consumption by the industrial sector of centrally supplied heat, ambient heat is not included;FE|Industry|+|Heat;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Solar;PJ/yr;final energy consumption by the industrial sector of solar thermal heat;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Geothermal;PJ/yr;final energy consumption by the industrial sector of geothermal heat;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Gases;PJ/yr;final energy consumption by the industrial sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses, excluding feedstocks;FE|w/o Non-energy Use|Industry|Gases;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Power2Heat;PJ/yr;final energy coal consumption by the industrial sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Gases|Natural Gas;PJ/yr;final energy consumption by the industrial sector of natural gas, excluding feedstocks;FE|w/o Non-energy Use|Industry|Gases|+|Fossil;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Gases|Biomass;PJ/yr;final energy consumption by the industrial sector of biogas, excluding feedstocks;FE|w/o Non-energy Use|Industry|Gases|+|Biomass;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Gases|Efuel;PJ/yr;final energy consumption by the industrial sector of synthetic e-fuel gas (power-to-gas), excluding feedstocks;FE|w/o Non-energy Use|Industry|Gases|+|Hydrogen;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Gases|Synthetic Fossil;PJ/yr;final energy consumption by the industrial sector of synthetic or derived gases of fossil origin, excluding feedstocks;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Hydrogen;PJ/yr;final energy consumption by the industrial sector of hydrogen, excluding feedstocks;FE|Industry|+|Hydrogen;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Liquids;PJ/yr;final energy consumption by the industrial sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels), excluding feedstocks;FE|w/o Non-energy Use|Industry|Liquids;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Liquids|Biomass;PJ/yr;final energy consumption by the industrial sector of liquid biofuels, excluding feedstocks;FE|w/o Non-energy Use|Industry|Liquids|+|Biomass;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Liquids|Petroleum;PJ/yr;final energy consumption by the industrial sector of liquids from fossil origin (conventional & unconventional petroleum), excluding feedstocks;FE|w/o Non-energy Use|Industry|Liquids|+|Fossil;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Liquids|Efuel;PJ/yr;final energy consumption by the industrial sector of synthetic liquid efuels (power-to-liquid), excluding feedstocks;FE|w/o Non-energy Use|Industry|Liquids|+|Hydrogen;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Liquids|Synthetic Fossil;PJ/yr;final energy consumption by the industrial sector of synthetic liquids of fossil origin (e.g. coal or gas liquefaction), excluding feedstocks;;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Other;PJ/yr;final energy consumption by the industrial sector of other sources that do not fit to any other category, excluding feedstocks (please provide a definition of the sources in this category in the 'comments' tab);;;;;0;;
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Solids;PJ/yr;final energy solid fuel consumption by the industrial sector (including coal and solid biomass);FE|w/o Non-energy Use|Industry|Solids;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Solids|Biomass;PJ/yr;final energy consumption by the industrial sector of solid biomass (modern and traditional, including renewable waste), excluding feedstocks, excluding final energy consumption of bioliquids which are reported in the liquids category;FE|w/o Non-energy Use|Industry|Solids|+|Biomass;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Solids|Coal;PJ/yr;final energy coal consumption by the industrial sector, excluding feedstocks;FE|w/o Non-energy Use|Industry|Solids|+|Fossil;EJ/yr;1000;;0;;R
1;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals;PJ/yr;Final energy consumed by the non-metallic minerals sector, excluding feestocks;FE|Industry|+++|Cement;EJ/yr;1000;In REMIND, energy use in the cement sector corresponds to energy use in the total non-metallic minerals sector based IEA data.;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Electricity;PJ/yr;Final energy consumption of electricity by the non metallic minerals sector;FE|Industry|Cement|+|Electricity;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Gases;PJ/yr;Final energy consumption of gases by the non-metallic minerals sector (natural gas, biogas, coal-gas), excluding transmission/distribution losses;FE|Industry|Cement|+|Gases;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Power2Heat;PJ/yr;Final energy consumption of p2heat in industry for non-metallic minerals;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Gases|Natural Gas;PJ/yr;Final energy consumption of natural gas by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Gases|Biomass;PJ/yr;Final energy consumption of biogas by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Gases|Efuel;PJ/yr;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Gases|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Hydrogen;PJ/yr;Final energy consumption of hydrogen by the non-metallic minerals sector;FE|Industry|Cement|+|Hydrogen;EJ/yr;1000;;0;;R
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Liquids;PJ/yr;Final energy consumption of refined liquids by the non-metallic minerals sector (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);FE|Industry|Cement|+|Liquids;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Liquids|Biomass;PJ/yr;Final energy consumption of liquid biofuels by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Liquids|Petroleum;PJ/yr;Final energy consumption of liquids from fossil origin (conventional & unconventional petroleum) by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Liquids|Efuel;PJ/yr;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Liquids|Synthetic Fossil;PJ/yr;Final energy consumption of synthetic liquids of fossil origin (e.g. coal or gas liquefaction) by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Solids;PJ/yr;Final energy solid fuel consumption by the non-metallic minerals sector (including coal and solid biomass);FE|Industry|Cement|+|Solids;EJ/yr;1000;;0;;R
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Solids|Biomass;PJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the non-metallic minerals sector;;;;;0;;
3;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Solids|Coal;PJ/yr;Final energy consumption of coal by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Heat;PJ/yr;Final energy consumption of centrally supplied heat by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Solar;PJ/yr;Final energy consumption of solar thermal heat by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Geothermal;PJ/yr;Final energy consumption of geothermal heat by the non-metallic minerals sector;;;;;0;;
2;energy (industry);Final Energy|Industry excl Non-Energy Use|Non-Metallic Minerals|Waste;PJ/yr;Final energy consumption of non-renewable waste by the non-metallic minerals sector;;;;;0;;
