idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
574;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the Non-Ferrous Metals sector by the non-combustion processes;
575;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Gases|Fossil;EJ/yr;;;;;;Final energy consumption of synthetic or derived gases of fossil origin by the Non-Ferrous Metals sector by the non-combustion processes;
576;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Hydrogen;EJ/yr;;;;;;Final energy consumption of hydrogen by the Non-Ferrous Metals sector by the non-combustion processes;
577;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids;EJ/yr;;;;;;Final energy consumption of liquids by the Non-Ferrous Metals sector by the non-combustion processes;
578;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Biomass;EJ/yr;;;;;;Final energy consumption of liquid biofuels by the Non-Ferrous Metals sector by the non-combustion processes;
579;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the Non-Ferrous Metals sector by the non-combustion processes;
580;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Liquids|Fossil;EJ/yr;;;;;;Final energy consumption of liquids of fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids)by the Non-Ferrous Metals sector by the non-combustion processes;
581;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids;EJ/yr;;;;;;Final energy consumption of solids by the Non-Ferrous Metals sector by the non-combustion processes;
582;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids|Biomass;EJ/yr;;;;;;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the Non-Ferrous Metals sector by the non-combustion processes;
583;3;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Solids|Coal;EJ/yr;;;;;;Final energy consumption of coal by the Non-Ferrous Metals sector by the non-combustion processes;
584;2;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Other;EJ/yr;;;;;;Final energy consumption of other feedstocks by the Non-Ferrous Metals sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);
585;2;energy (final);Final Energy|Non-Energy Use|Non-Ferrous Metals|Waste;EJ/yr;;;;;;Final energy consumption of non-renewable waste by the Non-Ferrous Metals sector by the non-combustion processes;
586;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper;EJ/yr;;;;;;Final energy consumption in the Pulp and Paper sector by the non-combustion processes;
587;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Gases;EJ/yr;;;;;;Final energy consumption of gases by the Pulp and Paper sector by the non-combustion processes;
588;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Gases|Biomass;EJ/yr;;;;;;Final energy consumption of biogas by the Pulp and Paper sector by the non-combustion processes;
589;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Gases|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic e-fuel gas (power-to-gas) by the Pulp and Paper sector by the non-combustion processes;
590;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Gases|Fossil;EJ/yr;;;;;;Final energy consumption of synthetic or derived gases of fossil origin by the Pulp and Paper sector by the non-combustion processes;
591;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Hydrogen;EJ/yr;;;;;;Final energy consumption of hydrogen by the Pulp and Paper sector by the non-combustion processes;
592;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Liquids;EJ/yr;;;;;;Final energy consumption of liquids by the Pulp and Paper sector by the non-combustion processes;
593;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Biomass;EJ/yr;;;;;;Final energy consumption of liquid biofuels by the Pulp and Paper sector by the non-combustion processes;
594;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic liquid efuels (power-to-liquid) by the Pulp and Paper sector by the non-combustion processes;
595;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Liquids|Fossil;EJ/yr;;;;;;Final energy consumption of liquids of fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids)by the Pulp and Paper sector by the non-combustion processes;
596;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Solids;EJ/yr;;;;;;Final energy consumption of solids by the Pulp and Paper sector by the non-combustion processes;
597;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Solids|Biomass;EJ/yr;;;;;;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the Pulp and Paper sector by the non-combustion processes;
598;3;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Solids|Coal;EJ/yr;;;;;;Final energy consumption of coal by the Pulp and Paper sector by the non-combustion processes;
599;2;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Other;EJ/yr;;;;;;Final energy consumption of other feedstocks by the Pulp and Paper sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);
600;2;energy (final);Final Energy|Non-Energy Use|Pulp and Paper|Waste;EJ/yr;;;;;;Final energy consumption of non-renewable waste by the Pulp and Paper sector by the non-combustion processes;
601;3;energy (final);Final Energy|Non-Energy Use|Other Sector;EJ/yr;;;;;;Final energy consumption in other indutries by the non-combustion processes (please provide a definition of these industries in this category in the 'comments' tab);
602;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Gases;EJ/yr;;;;;;Final energy consumption of gases by the other industries sector by the non-combustion processes;
603;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Gases|Biomass;EJ/yr;;;;;;Final energy consumption of biogas by other industries by the non-combustion processes;
604;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Gases|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic e-fuel gas (power-to-gas) by other industries by the non-combustion processes;
605;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Gases|Fossil;EJ/yr;;;;;;Final energy consumption of synthetic or derived gases of fossil origin by other industries by the non-combustion processes;
606;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Hydrogen;EJ/yr;;;;;;Final energy consumption of hydrogen by the other industries sector by the non-combustion processes;
607;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Liquids;EJ/yr;;;;;;Final energy consumption of Liquids by the other industries sector by the non-combustion processes;
608;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Liquids|Biomass;EJ/yr;;;;;;Final energy consumption of liquid biofuels by other industries by the non-combustion processes;
609;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Liquids|Electricity;EJ/yr;;;;;;Final energy consumption of synthetic liquid efuels (power-to-liquid) by other industries by the non-combustion processes;
610;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Liquids|Fossil;EJ/yr;;;;;;Final energy consumption of liquids of fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids)by other industries by the non-combustion processes;
611;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Solids;EJ/yr;;;;;;Final energy consumption of Solids by the other industries sector by the non-combustion processes;
612;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Solids|Biomass;EJ/yr;;;;;;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by other industries by the non-combustion processes;
613;3;energy (final);Final Energy|Non-Energy Use|Other Sector|Solids|Coal;EJ/yr;;;;;;Final energy consumption of coal by other industries by the non-combustion processes;
614;2;energy (final);Final Energy|Non-Energy Use|Other Sector|Other;EJ/yr;;;;;;Final energy consumption of other feedstocks by other industries by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);
615;2;energy (final);Final Energy|Non-Energy Use|Other Sector|Waste;EJ/yr;;;;;;Final energy consumption of non-renewable waste by other industries by the non-combustion processes;
616;1;energy (final);Final Energy;EJ/yr;FE;EJ/yr;;;;total final energy consumption by all end-use sectors and all fuels, excluding transmission/distribution losses, including non-energy use;R
617;1;energy (final);Final Energy (w/o bunkers);EJ/yr;FE|w/o Bunkers;EJ/yr;;;;total final energy consumption by all end-use sectors and all fuels, excluding transmission/distribution losses, including non-energy use, excluding international bunker fuels;R
618;1;energy (final);Final Energy|Electricity;EJ/yr;FE|+|Electricity;EJ/yr;;;;final energy consumption of electricity (including on-site solar PV), excluding transmission/distribution losses;R
619;1;energy (final);Final Energy|Solids;EJ/yr;FE|+|Solids;EJ/yr;;;;final energy solid fuel consumption (including coal and solid biomass);R
620;1;energy (final);Final Energy|Liquids;EJ/yr;FE|+|Liquids;EJ/yr;;;;final energy consumption of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);R
621;1;energy (final);Final Energy|Gases;EJ/yr;FE|+|Gases;EJ/yr;;;;final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;R
622;1;energy (final);Final Energy|Geothermal;EJ/yr;;;;;;final energy consumption of geothermal energy (e.g., from decentralized or small-scale geothermal heating systems) EXCLUDING geothermal heat pumps;
623;1;energy (final);Final Energy|Heat;EJ/yr;FE|+|Heat;EJ/yr;;;;final energy consumption of heat (e.g., district heat, process heat, warm water), excluding transmission/distribution losses, excluding direct geothermal and solar heating;R
624;1;energy (final);Final Energy|Hydrogen;EJ/yr;FE|+|Hydrogen;EJ/yr;;;;final energy consumption of hydrogen, excluding transmission/distribution losses;R
625;1;energy (final);Final Energy|Solar;EJ/yr;;;;;;final energy consumption of solar energy (e.g., from roof-top solar hot water collector systems);
626;1;energy (final);Final Energy|Solids|Biomass;EJ/yr;FE|Solids|+|Biomass;EJ/yr;;;;final energy consumption of solid biomass (modern and traditional), excluding final energy consumption of bioliquids which are reported in the liquids category;R
627;1;energy (final);Final Energy|Solids|Biomass|Traditional;EJ/yr;FE|Solids|Biomass|+|Traditional;EJ/yr;;;;final energy solid fuel consumption of traditional biomass;R
628;1;energy (final);Final Energy|Solids|Fossil;EJ/yr;FE|Solids|+|Fossil;EJ/yr;;;;final energy consumption of fossil solids;R
629;1;energy (final);Final Energy|Gases|Biomass;EJ/yr;FE|Gases|+|Biomass;EJ/yr;;;;final energy consumption of biogas;R
630;1;energy (final);Final Energy|Gases|Electricity;EJ/yr;FE|Gases|+|Hydrogen;EJ/yr;;;;final energy consumption of synthetic e-fuel gas (power-to-gas);R
631;1;energy (final);Final Energy|Gases|Fossil;EJ/yr;FE|Gases|+|Fossil;EJ/yr;;;;final energy consumption of synthetic or derived gases of fossil origin;R
632;1;energy (final);Final Energy|Liquids|Biomass;EJ/yr;FE|Liquids|+|Biomass;EJ/yr;;;;final energy consumption of liquid biofuels;R
633;1;energy (final);Final Energy|Liquids|Electricity;EJ/yr;FE|Liquids|+|Hydrogen;EJ/yr;;;;final energy consumption of synthetic liquid efuels (power-to-liquid);R
634;1;energy (final);Final Energy|Liquids|Fossil;EJ/yr;FE|Liquids|+|Fossil;EJ/yr;;;;final energy consumption of liquids from fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids);R
635;3;energy (final);Final Energy|Agriculture;EJ/yr;;;;;;total final energy consumption by the agriculture sector, including fishing;
636;3;energy (final);Final Energy|Agriculture|Electricity;EJ/yr;;;;;;final energy consumption by the agriculture sector of electricity;
637;3;energy (final);Final Energy|Agriculture|Heat;EJ/yr;;;;;;final energy consumption by the agriculture sector of heat;
638;3;energy (final);Final Energy|Agriculture|Liquids;EJ/yr;;;;;;final energy consumption by the agriculture sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);
639;3;energy (final);Final Energy|Agriculture|Gases;EJ/yr;;;;;;final energy consumption by the agriculture sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;
640;1;energy (final);Final Energy|Industry;EJ/yr;FE|w/o Non-energy Use|Industry;EJ/yr;;;;final energy consumed by the industrial sector, excluding non-energy use (e.g.feedstocks);Rx
