variable;unit;tier;description;comment;weight;piam_variable;piam_unit;piam_factor;internal_comment;source;interpolation
Emissions|N2O|Energy|Demand|Commercial;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in the commercial and institutional sectors (IPCC category 1A4a);;;;;;;;linear
Emissions|N2O|Energy|Demand|Industry;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in industry (IPCC category 1A2);;;;;;not represented;;linear
Emissions|N2O|Energy|Demand|Other Sector;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in other sectors;;;;;;not represented;;linear
Emissions|N2O|Energy|Demand|Residential;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in the residential sector (IPCC category 1A4b);;;;;;;;linear
Emissions|N2O|Energy|Demand|Residential and Commercial;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b);;;;;;;;linear
Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b) and agriculture, forestry and fishing (AFOFI) (IPCC category 1A4c);;;;;;not represented;;linear
Emissions|N2O|Energy|Demand|Transportation;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in transportation (IPCC category 1A3), excluding emissions from international bunker fuels (IPCC category 1A3ai and 1A3di), excluding pipeline emissions (IPCC category 1A3ei);;;Emi|N2O|+|Transport;kt N2O/yr;1;mapping taken from ESABCC;R;linear
Emissions|N2O|Energy|Demand|Transportation|Bus;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion by passenger buses;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Domestic Aviation;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from fuel combustion in domestic aviation, excluding emissions from bunker fuels in international aviation;;;;;;not represented;;linear
Emissions|N2O|Energy|Demand|Transportation|Domestic Shipping;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion in domestic shipping, excluding emissions from bunker fuels in international shipping;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion by light-duty vehicles;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Compact Car;kt N2O/yr;4;Emissions of nitrous oxide (N2O) from fuel combustion by compact cars;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV;kt N2O/yr;4;Emissions of nitrous oxide (N2O) from fuel combustion by large cars and sports-utility vehicles (SUV);;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car;kt N2O/yr;4;Emissions of nitrous oxide (N2O) from fuel combustion by midsize cars;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car;kt N2O/yr;4;Emissions of nitrous oxide (N2O) from fuel combustion by subcompact cars;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler;kt N2O/yr;4;Emissions of nitrous oxide (N2O) from fuel combustion by two-wheelers;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Rail;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion by railways;;;;;;;;linear
Emissions|N2O|Energy|Demand|Transportation|Truck;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion by trucks;;;;;;;;linear
Emissions|N2O|Energy|Supply;kt N2O/yr;1;Emissions of nitrous oxide (N2O) from fuel combustion and fugitive emissions from fuels, including electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g., refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C);;;Emi|N2O|+|Energy Supply;kt N2O/yr;1;mapping taken from ESABCC;R;linear
Emissions|N2O|Energy|Supply|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion in energy supply, including electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei) and emissions from carbon dioxide transport and storage (IPCC category 1C);;;;;;;;linear
Emissions|N2O|Energy|Supply|Electricity;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for electricity generation;;;;;;;;linear
Emissions|N2O|Energy|Supply|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) from fuels in energy extraction, processing, storage and transport (IPCC category 1B);;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for production of gaseous fuels including natural gas and biogas, not including hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Biomass;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gaseous fuels from biogenic sources, mainly biogas;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Coal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gaseous fuels from fossil coal gasification;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion during production of gaseous fuels not including hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Electricity;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Fossil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gaseous fuels from fossil fuels including natural gas and coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) during production of gaseous fuels not including hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Gas;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of fossil methane ('natural gas');;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Hydrogen;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;linear
Emissions|N2O|Energy|Supply|Gases|Other;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of gaseous fuels from sources that do not fit any other category;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for production of centralized heat;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Biomass;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from biomass, including biogas;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Coal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion during production of heat;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Electricity;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from electricity;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Fossil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from fossil fuels including natural gas, oil and coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) during production of heat;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Gas;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from fossil methane ('natural gas');;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Geothermal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from geothermal energy excluding ground-source heat pumps;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Hydrogen;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Nuclear;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from nuclear energy;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Oil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from refined crude oil;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Other;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from sources that do not fit any other category;;;;;;;;linear
Emissions|N2O|Energy|Supply|Heat|Solar;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of centralized heat from solar energy;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for production of hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Biomass;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen generated from biomass;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Coal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion during production of hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Electricity;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from electrolysis;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Fossil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from fossil fuels including natural gas, oil and coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) during production of hydrogen;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Gas;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from fossil methane ('natural gas');;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Nuclear;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat);;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Oil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from refined crude oil;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Other;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from other sources;;;;;;;;linear
Emissions|N2O|Energy|Supply|Hydrogen|Solar;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of hydrogen from solar energy (e.g. thermochemical water splitting with solar heat);;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for production of refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Biomass;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from biomass;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Coal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from coal;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion during production of refined liquid fuels including oil products, fuels from gas and coal, synthetic fossil fuels and biofuels;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Electricity;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Fossil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) during production of refined liquid fuels including oil products, fuels from gas and coal, synthetic fossil fuels and biofuels;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Gas;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from fossil methane ('natural gas');;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Hydrogen;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Oil;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of liquid fuels from refined crude oil;;;;;;;;linear
Emissions|N2O|Energy|Supply|Liquids|Other;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of sources that do not fit any other category;;;;;;;;linear
Emissions|N2O|Energy|Supply|Other;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for other categories of energy supply;;;;;;;;linear
Emissions|N2O|Energy|Supply|Solids;kt N2O/yr;2;Emissions of nitrous oxide (N2O) for production of solid energy carriers, including coal, briquettes, coke, and wood pellets;;;;;;;;linear
Emissions|N2O|Energy|Supply|Solids|Biomass;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of solid biomass (e.g., commercial charcoal, wood chips, wood pellets), not including traditional bioenergy;;;;;;;;linear
Emissions|N2O|Energy|Supply|Solids|Coal;kt N2O/yr;3;Emissions of nitrous oxide (N2O) for production of coal, lignite, and derived products (e.g., coke, briquettes);;;;;;;;linear
Emissions|N2O|Energy|Supply|Solids|Combustion;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from fuel combustion during production of solid fuels;;;;;;;;linear
Emissions|N2O|Energy|Supply|Solids|Fugitive;kt N2O/yr;3;Fugitive emissions of nitrous oxide (N2O) during production of solid fuels;;;;;;;;linear
Emissions|N2O|Industrial Processes;kt N2O/yr;1;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E), including negative emissions such as those from cement carbonation processes and other forms of capture and storage on industrial processes;For a breakdown of carbon removals, see the 'Carbon Removal|*' variables.;;Emi|N2O|+|Industry;kt N2O/yr;;mapping taken from AR6;R;linear
Emissions|N2O|Industrial Processes|Cement;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the cement sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Chemicals;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the chemical sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Chemicals|Ammonia;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the ammonia sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Chemicals|High-Value Chemicals;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the high-value-chemicals sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Chemicals|Methanol;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the methanol sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Chemicals|Other Sector;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the other use in the chemical sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Iron and Steel;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the iron and steel sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Non-Ferrous Metals;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the non-ferrous metals sector;;;;;;;;linear
Emissions|N2O|Industrial Processes|Non-Metallic Minerals;kt N2O/yr;2;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the non-metallic minerals sector excluding cement;;;;;;;;linear
Emissions|N2O|Industrial Processes|Other Sector;kt N2O/yr;3;Emissions of nitrous oxide (N2O) from industrial processes (IPCC categories 1A2, 1A5, 2A, 2B, 2C, 2E) in the other industries;;;;;;;;linear
